Broad discipline,College/School,Major name,Admit GPA range,Admit rate,Enroll GPA range,Yield rate,Admits,Applicants,Enrolls
Agriculture & Natural Resources,Not applicable,Environmental systems - earth sciences,3.32 - 3.83,0.711111111,3.25 - 3.37,0.21875,32,45,7
Agriculture & Natural Resources,Not applicable,"Environmental systems - ecology, behavior, evolution",3.51 - 3.82,0.491803279,3.33 - 3.71,0.333333333,30,61,10
Agriculture & Natural Resources,Not applicable,Environmental systems - environmental policy,3.42 - 3.81,0.606557377,masked,0.081081081,37,61,3
Architecture & Environ Design,Not applicable,Real estate and development,3.35 - 3.81,0.647727273,3.35 - 3.80,0.315789474,57,88,18
"Area, Ethn, Cultur & Gender Stu",Not applicable,Chinese studies,3.14 - 3.80,0.611940299,2.97 - 3.47,0.292682927,41,67,12
"Area, Ethn, Cultur & Gender Stu",Not applicable,Critical gender studies,3.31 - 3.70,0.653061224,masked,0.125,32,49,4
"Area, Ethn, Cultur & Gender Stu",Not applicable,Japanese studies,3.40 - 3.73,0.692307692,3.42 - 3.72,0.155555556,45,65,7
Biological Sciences,Not applicable,Biology,3.42 - 3.84,0.456492637,3.33 - 3.71,0.35483871,341,747,121
Biological Sciences,Not applicable,"Ecology, behavior & evolution",3.40 - 3.87,0.414634146,3.25 - 3.55,0.235294118,34,82,8
Biological Sciences,Not applicable,Human biology,3.50 - 3.89,0.493433396,3.40 - 3.75,0.384030418,263,533,101
Biological Sciences,Not applicable,Marine biology,3.22 - 3.79,0.3,3.15 - 3.74,0.696969697,33,110,23
Biological Sciences,Not applicable,Microbiology,3.36 - 3.85,0.513761468,3.37 - 3.84,0.392857143,56,109,22
Biological Sciences,Not applicable,Molecular & cell biology,3.52 - 3.91,0.557553957,3.37 - 3.86,0.251612903,155,278,39
Biological Sciences,Not applicable,Neurobiology,3.51 - 3.87,0.517948718,3.43 - 3.72,0.336633663,101,195,34
Biological Sciences,Not applicable,Physics - biophysics,masked,0.5,masked,0.75,4,8,3
Business & Management,Not applicable,Management science,3.55 - 3.91,0.404426559,3.33 - 3.80,0.308457711,201,497,62
"Communication, Journalism & Rel",Not applicable,Communication arts,3.36 - 3.83,0.606418919,3.27 - 3.70,0.264623955,718,1184,190
Computer & Information Sciences,Not applicable,Computer science,3.84 - 4.00,0.204127161,3.77 - 4.00,0.49726776,366,1793,182
Computer & Information Sciences,Not applicable,Data science,3.56 - 3.96,0.543933054,3.28 - 3.83,0.315384615,130,239,41
Education,Not applicable,Education sciences,3.38 - 3.82,0.485436893,3.33 - 3.62,0.32,50,103,16
Engineering,Not applicable,Aerospace engineering,3.50 - 3.86,0.392857143,3.48 - 3.75,0.375,88,224,33
Engineering,Not applicable,Bioengineering,3.59 - 3.86,0.421568627,3.51 - 3.75,0.488372093,43,102,21
Engineering,Not applicable,Bioengineering (biotech),3.40 - 3.71,0.522727273,3.41 - 3.71,0.47826087,23,44,11
Engineering,Not applicable,Bioengineering: biosystems,3.49 - 3.85,0.5,masked,0.4,10,20,4
Engineering,Not applicable,Chemical engineering,3.49 - 3.95,0.570652174,3.42 - 3.70,0.314285714,105,184,33
Engineering,Not applicable,Computer engineering,3.53 - 3.90,0.58677686,3.56 - 3.89,0.521126761,71,121,37
Engineering,Not applicable,Electrical engineering - bs,3.56 - 3.91,0.505405405,3.43 - 3.74,0.347593583,187,370,65
Engineering,Not applicable,Engineering physics,3.58 - 3.95,0.517241379,3.30 - 3.67,0.4,15,29,6
Engineering,Not applicable,Environmental engineering,3.40 - 3.79,0.380952381,3.38 - 3.49,0.291666667,24,63,7
Engineering,Not applicable,Mechanical engineering,3.73 - 4.00,0.275925926,3.68 - 3.90,0.268456376,149,540,40
Engineering,Not applicable,Nanoengineering,3.35 - 3.88,0.56,3.31 - 3.51,0.357142857,14,25,5
Engineering,Not applicable,Structural engineering,3.58 - 3.82,0.515151515,3.44 - 3.73,0.308823529,68,132,21
Family & Consumer Sci/Human Sci,Not applicable,Human developmental sciences,3.38 - 3.81,0.644067797,3.24 - 3.71,0.447368421,38,59,17
Fine & Applied Arts,Not applicable,Art history/criticism,3.22 - 3.74,0.703703704,3.13 - 3.58,0.289473684,38,54,11
Fine & Applied Arts,Not applicable,Dance,3.33 - 3.97,0.523809524,masked,0.363636364,11,21,4
